venue,symbol,underlying,quote_ccy,option_type,strike,expiry_utc,T_years,spot,mark,bid,ask,iv,oi,volume,raw_timestamp_utc,fetch_timestamp_utc,mid,ba_spread_pct,intrinsic_put,intrinsic_call,below_intrinsic_flag
lyra,SOL-20260416-87-P,SOL,USD,put,87.0,2026-04-16T00:00:00+00:00,0.004416740511161847,86.2,1.7,0.0,0.0,0.56082,0.0,0.0,2026-04-14T09:19:04.211000+00:00,2026-04-14T09:18:33.671240+00:00,,,0.7999999999999972,,False
lyra,SOL-20260416-85-C,SOL,USD,call,85.0,2026-04-16T00:00:00+00:00,0.004416740511161847,86.2,2.1,0.0,0.0,0.56374,0.0,0.0,2026-04-14T09:19:04.308000+00:00,2026-04-14T09:18:33.671240+00:00,,,,1.2000000000000028,False
lyra,SOL-20260416-87-C,SOL,USD,call,87.0,2026-04-16T00:00:00+00:00,0.004416740511161847,86.2,1.0,0.0,0.0,0.56082,0.0,0.0,2026-04-14T09:19:04.820000+00:00,2026-04-14T09:18:33.671240+00:00,,,,0.0,False
lyra,SOL-20260416-86-C,SOL,USD,call,86.0,2026-04-16T00:00:00+00:00,0.004416740511161847,86.2,1.5,0.0,0.0,0.55421,0.0,0.0,2026-04-14T09:19:03.910000+00:00,2026-04-14T09:18:33.671240+00:00,,,,0.20000000000000284,False
lyra,SOL-20260416-83-C,SOL,USD,call,83.0,2026-04-16T00:00:00+00:00,0.004416740511161847,86.2,3.6,0.0,0.0,0.59403,0.0,0.0,2026-04-14T09:19:04.111000+00:00,2026-04-14T09:18:33.671240+00:00,,,,3.200000000000003,False
lyra,SOL-20260416-85-P,SOL,USD,put,85.0,2026-04-16T00:00:00+00:00,0.004416740511161847,86.2,0.8,0.0,0.0,0.56374,0.0,0.0,2026-04-14T09:19:04.308000+00:00,2026-04-14T09:18:33.671240+00:00,,,0.0,,False
lyra,SOL-20260416-84-P,SOL,USD,put,84.0,2026-04-16T00:00:00+00:00,0.004416740511161847,86.2,0.5,0.0,0.0,0.57862,0.0,0.0,2026-04-14T09:19:04.123000+00:00,2026-04-14T09:18:33.671240+00:00,,,0.0,,False
lyra,SOL-20260416-94-P,SOL,USD,put,94.0,2026-04-16T00:00:00+00:00,0.004416740511161847,86.2,7.7,0.0,0.0,0.63705,0.0,0.0,2026-04-14T09:19:04.409000+00:00,2026-04-14T09:18:33.671240+00:00,,,7.799999999999997,,True
lyra,SOL-20260416-88-P,SOL,USD,put,88.0,2026-04-16T00:00:00+00:00,0.004416740511161847,86.2,2.4,0.0,0.0,0.57193,0.0,0.0,2026-04-14T09:19:04.917000+00:00,2026-04-14T09:18:33.671240+00:00,,,1.7999999999999972,,False
lyra,SOL-20260416-83-P,SOL,USD,put,83.0,2026-04-16T00:00:00+00:00,0.004416740511161847,86.2,0.3,0.0,0.0,0.59403,0.0,0.0,2026-04-14T09:19:03.907000+00:00,2026-04-14T09:18:33.671240+00:00,,,0.0,,False
lyra,SOL-20260416-82-C,SOL,USD,call,82.0,2026-04-16T00:00:00+00:00,0.004416740511161847,86.2,4.5,0.0,0.0,0.60944,0.0,0.0,2026-04-14T09:19:04.714000+00:00,2026-04-14T09:18:33.671240+00:00,,,,4.200000000000003,False
lyra,SOL-20260416-90-C,SOL,USD,call,90.0,2026-04-16T00:00:00+00:00,0.004416740511161847,86.2,0.3,0.0,0.0,0.59463,0.0,0.0,2026-04-14T09:19:04.408000+00:00,2026-04-14T09:18:33.671240+00:00,,,,0.0,False
lyra,SOL-20260416-92-C,SOL,USD,call,92.0,2026-04-16T00:00:00+00:00,0.004416740511161847,86.2,0.1,0.0,0.0,0.61639,0.0,0.0,2026-04-14T09:19:05.018000+00:00,2026-04-14T09:18:33.671240+00:00,,,,0.0,False
lyra,SOL-20260416-84-C,SOL,USD,call,84.0,2026-04-16T00:00:00+00:00,0.004416740511161847,86.2,2.8,0.0,0.0,0.57862,0.0,0.0,2026-04-14T09:19:04.515000+00:00,2026-04-14T09:18:33.671240+00:00,,,,2.200000000000003,False
lyra,SOL-20260416-82-P,SOL,USD,put,82.0,2026-04-16T00:00:00+00:00,0.004416740511161847,86.2,0.2,0.0,0.0,0.60944,0.0,0.0,2026-04-14T09:19:04.718000+00:00,2026-04-14T09:18:33.671240+00:00,,,0.0,,False
lyra,SOL-20260416-80-C,SOL,USD,call,80.0,2026-04-16T00:00:00+00:00,0.004416740511161847,86.2,6.3,0.0,0.0,0.63988,0.0,0.0,2026-04-14T09:19:04.718000+00:00,2026-04-14T09:18:33.671240+00:00,,,,6.200000000000003,False
lyra,SOL-20260416-100-P,SOL,USD,put,100.0,2026-04-16T00:00:00+00:00,0.004416740511161847,86.2,13.7,0.0,0.0,0.6932,0.0,0.0,2026-04-14T09:19:04.110000+00:00,2026-04-14T09:18:33.671240+00:00,,,13.799999999999997,,True
lyra,SOL-20260416-88-C,SOL,USD,call,88.0,2026-04-16T00:00:00+00:00,0.004416740511161847,86.2,0.7,0.0,0.0,0.57193,0.0,0.0,2026-04-14T09:19:04.105000+00:00,2026-04-14T09:18:33.671240+00:00,,,,0.0,False
lyra,SOL-20260416-90-P,SOL,USD,put,90.0,2026-04-16T00:00:00+00:00,0.004416740511161847,86.2,4.0,0.0,0.0,0.59463,0.0,0.0,2026-04-14T09:19:04.110000+00:00,2026-04-14T09:18:33.671240+00:00,,,3.799999999999997,,False
lyra,SOL-20260416-92-P,SOL,USD,put,92.0,2026-04-16T00:00:00+00:00,0.004416740511161847,86.2,5.8,0.0,0.0,0.61639,0.0,0.0,2026-04-14T09:19:04.010000+00:00,2026-04-14T09:18:33.671240+00:00,,,5.799999999999997,,False
lyra,SOL-20260416-74-C,SOL,USD,call,74.0,2026-04-16T00:00:00+00:00,0.004416740511161847,86.2,12.2,0.0,0.0,0.72804,0.0,0.0,2026-04-14T09:19:04.312000+00:00,2026-04-14T09:18:33.671240+00:00,,,,12.200000000000003,False
lyra,SOL-20260416-70-C,SOL,USD,call,70.0,2026-04-16T00:00:00+00:00,0.004416740511161847,86.2,16.2,0.0,0.0,0.73668,0.0,0.0,2026-04-14T09:19:04.212000+00:00,2026-04-14T09:18:33.671240+00:00,,,,16.200000000000003,False
lyra,SOL-20260417-84-P,SOL,USD,put,84.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,0.7,250.0,250.0,0.55995,8.0,0.0,2026-04-14T09:19:06.434000+00:00,2026-04-14T09:18:33.671240+00:00,250.0,0.0,0.0,,False
lyra,SOL-20260417-72-C,SOL,USD,call,72.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,14.2,0.0,0.0,0.68383,0.0,0.0,2026-04-14T09:18:59.253000+00:00,2026-04-14T09:18:33.671240+00:00,,,,14.200000000000003,False
lyra,SOL-20260417-82-C,SOL,USD,call,82.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,4.6,250.0,250.0,0.5788,0.0,0.0,2026-04-14T09:18:59.358000+00:00,2026-04-14T09:18:33.671240+00:00,250.0,0.0,,4.200000000000003,False
lyra,SOL-20260417-110-P,SOL,USD,put,110.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,23.6,0.0,0.0,0.6963,0.0,0.0,2026-04-14T09:18:59.459000+00:00,2026-04-14T09:18:33.671240+00:00,,,23.799999999999997,,True
lyra,SOL-20260417-86-P,SOL,USD,put,86.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,1.5,250.0,250.0,0.54729,0.0,0.0,2026-04-14T09:18:56.727000+00:00,2026-04-14T09:18:33.671240+00:00,250.0,0.0,0.0,,False
lyra,SOL-20260417-83-P,SOL,USD,put,83.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,0.5,250.0,250.0,0.56897,0.0,0.0,2026-04-14T09:18:57.028000+00:00,2026-04-14T09:18:33.671240+00:00,250.0,0.0,0.0,,False
lyra,SOL-20260417-94-P,SOL,USD,put,94.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,7.8,0.0,0.0,0.60478,0.0,0.0,2026-04-14T09:18:59.460000+00:00,2026-04-14T09:18:33.671240+00:00,,,7.799999999999997,,False
lyra,SOL-20260417-82-P,SOL,USD,put,82.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,0.3,250.0,250.0,0.5788,3.0,0.0,2026-04-14T09:19:05.728000+00:00,2026-04-14T09:18:33.671240+00:00,250.0,0.0,0.0,,False
lyra,SOL-20260417-60-C,SOL,USD,call,60.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,26.2,0.0,0.0,0.69539,0.0,0.0,2026-04-14T09:18:59.286000+00:00,2026-04-14T09:18:33.671240+00:00,,,,26.200000000000003,False
lyra,SOL-20260417-88-C,SOL,USD,call,88.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,1.0,250.0,250.0,0.5515,0.0,0.0,2026-04-14T09:19:05.929000+00:00,2026-04-14T09:18:33.671240+00:00,250.0,0.0,,0.0,False
lyra,SOL-20260417-75-C,SOL,USD,call,75.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,11.2,0.0,0.0,0.6521,0.0,0.0,2026-04-14T09:19:06.030000+00:00,2026-04-14T09:18:33.671240+00:00,,,,11.200000000000003,False
lyra,SOL-20260417-92-C,SOL,USD,call,92.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,0.2,0.0,0.0,0.58612,0.0,0.0,2026-04-14T09:18:56.826000+00:00,2026-04-14T09:18:33.671240+00:00,,,,0.0,False
lyra,SOL-20260417-76-C,SOL,USD,call,76.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,10.3,0.0,0.0,0.64152,0.0,0.0,2026-04-14T09:18:58.247000+00:00,2026-04-14T09:18:33.671240+00:00,,,,10.200000000000003,False
lyra,SOL-20260417-100-P,SOL,USD,put,100.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,13.7,0.0,0.0,0.65713,0.0,0.0,2026-04-14T09:19:00.369000+00:00,2026-04-14T09:18:33.671240+00:00,,,13.799999999999997,,True
lyra,SOL-20260417-84-C,SOL,USD,call,84.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,3.0,250.0,250.0,0.55985,0.0,0.0,2026-04-14T09:18:57.841000+00:00,2026-04-14T09:18:33.671240+00:00,250.0,0.0,,2.200000000000003,False
lyra,SOL-20260417-160-P,SOL,USD,put,160.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,73.6,0.0,0.0,0.6963,0.0,0.0,2026-04-14T09:18:58.347000+00:00,2026-04-14T09:18:33.671240+00:00,,,73.8,,True
lyra,SOL-20260417-70-C,SOL,USD,call,70.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,16.2,0.0,0.0,0.69539,0.0,0.0,2026-04-14T09:18:59.862000+00:00,2026-04-14T09:18:33.671240+00:00,,,,16.200000000000003,False
lyra,SOL-20260417-87-C,SOL,USD,call,87.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,1.3,250.0,250.0,0.54718,0.0,0.0,2026-04-14T09:19:06.233000+00:00,2026-04-14T09:18:33.671240+00:00,250.0,0.0,,0.0,False
lyra,SOL-20260417-140-P,SOL,USD,put,140.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,53.6,0.0,0.0,0.6963,0.0,0.0,2026-04-14T09:18:57.942000+00:00,2026-04-14T09:18:33.671240+00:00,,,53.8,,True
lyra,SOL-20260417-95-P,SOL,USD,put,95.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,8.7,0.0,0.0,0.61393,0.0,0.0,2026-04-14T09:18:56.726000+00:00,2026-04-14T09:18:33.671240+00:00,,,8.799999999999997,,True
lyra,SOL-20260417-120-P,SOL,USD,put,120.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,33.6,0.0,0.0,0.6963,0.0,0.0,2026-04-14T09:18:59.156000+00:00,2026-04-14T09:18:33.671240+00:00,,,33.8,,True
lyra,SOL-20260417-83-C,SOL,USD,call,83.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,3.8,250.0,250.0,0.56897,5.0,415.817,2026-04-14T09:18:57.943000+00:00,2026-04-14T09:18:33.671240+00:00,250.0,0.0,,3.200000000000003,False
lyra,SOL-20260417-79-P,SOL,USD,put,79.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,0.1,0.0,0.0,0.60991,0.0,0.0,2026-04-14T09:19:06.234000+00:00,2026-04-14T09:18:33.671240+00:00,,,0.0,,False
lyra,SOL-20260417-115-P,SOL,USD,put,115.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,28.6,0.0,0.0,0.6963,0.0,0.0,2026-04-14T09:18:58.347000+00:00,2026-04-14T09:18:33.671240+00:00,,,28.799999999999997,,True
lyra,SOL-20260417-88-P,SOL,USD,put,88.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,2.7,250.0,250.0,0.5515,0.0,0.0,2026-04-14T09:19:04.513000+00:00,2026-04-14T09:18:33.671240+00:00,250.0,0.0,1.7999999999999972,,False
lyra,SOL-20260417-81-C,SOL,USD,call,81.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,5.5,0.0,0.0,0.58898,0.0,0.0,2026-04-14T09:19:05.405000+00:00,2026-04-14T09:18:33.671240+00:00,,,,5.200000000000003,False
lyra,SOL-20260417-80-C,SOL,USD,call,80.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,6.4,0.0,0.0,0.59936,38.5,0.0,2026-04-14T09:18:56.825000+00:00,2026-04-14T09:18:33.671240+00:00,,,,6.200000000000003,False
lyra,SOL-20260417-96-P,SOL,USD,put,96.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,9.7,0.0,0.0,0.62291,0.0,0.0,2026-04-14T09:18:58.142000+00:00,2026-04-14T09:18:33.671240+00:00,,,9.799999999999997,,True
lyra,SOL-20260417-79-C,SOL,USD,call,79.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,7.3,0.0,0.0,0.60984,0.0,0.0,2026-04-14T09:18:57.437000+00:00,2026-04-14T09:18:33.671240+00:00,,,,7.200000000000003,False
lyra,SOL-20260417-94-C,SOL,USD,call,94.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,0.1,0.0,0.0,0.60478,0.0,0.0,2026-04-14T09:18:58.851000+00:00,2026-04-14T09:18:33.671240+00:00,,,,0.0,False
lyra,SOL-20260417-74-C,SOL,USD,call,74.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,12.2,0.0,0.0,0.66268,0.0,0.0,2026-04-14T09:18:59.658000+00:00,2026-04-14T09:18:33.671240+00:00,,,,12.200000000000003,False
lyra,SOL-20260417-65-C,SOL,USD,call,65.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,21.2,0.0,0.0,0.69539,0.0,0.0,2026-04-14T09:18:58.043000+00:00,2026-04-14T09:18:33.671240+00:00,,,,21.200000000000003,False
lyra,SOL-20260417-92-P,SOL,USD,put,92.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,5.9,0.0,0.0,0.58612,0.0,0.0,2026-04-14T09:18:57.537000+00:00,2026-04-14T09:18:33.671240+00:00,,,5.799999999999997,,False
lyra,SOL-20260417-80-P,SOL,USD,put,80.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,0.1,0.0,0.0,0.59936,2.0,0.0,2026-04-14T09:18:57.639000+00:00,2026-04-14T09:18:33.671240+00:00,,,0.0,,False
lyra,SOL-20260417-105-P,SOL,USD,put,105.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,18.6,0.0,0.0,0.69616,0.0,0.0,2026-04-14T09:19:05.827000+00:00,2026-04-14T09:18:33.671240+00:00,,,18.799999999999997,,True
lyra,SOL-20260417-85-P,SOL,USD,put,85.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,1.1,250.0,250.0,0.55215,0.0,0.0,2026-04-14T09:19:05.020000+00:00,2026-04-14T09:18:33.671240+00:00,250.0,0.0,0.0,,False
lyra,SOL-20260417-90-C,SOL,USD,call,90.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,0.5,250.0,250.0,0.56752,7.9,0.0,2026-04-14T09:18:58.246000+00:00,2026-04-14T09:18:33.671240+00:00,250.0,0.0,,0.0,False
lyra,SOL-20260417-81-P,SOL,USD,put,81.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,0.2,0.0,0.0,0.58898,0.0,0.0,2026-04-14T09:19:04.819000+00:00,2026-04-14T09:18:33.671240+00:00,,,0.0,,False
lyra,SOL-20260417-87-P,SOL,USD,put,87.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,2.0,250.0,250.0,0.54705,0.0,0.0,2026-04-14T09:18:59.156000+00:00,2026-04-14T09:18:33.671240+00:00,250.0,0.0,0.7999999999999972,,False
lyra,SOL-20260417-85-C,SOL,USD,call,85.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,2.4,250.0,250.0,0.55215,100.0,0.0,2026-04-14T09:18:59.762000+00:00,2026-04-14T09:18:33.671240+00:00,250.0,0.0,,1.2000000000000028,False
lyra,SOL-20260417-90-P,SOL,USD,put,90.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,4.2,250.0,250.0,0.56752,0.0,0.0,2026-04-14T09:18:59.051000+00:00,2026-04-14T09:18:33.671240+00:00,250.0,0.0,3.799999999999997,,False
lyra,SOL-20260417-78-C,SOL,USD,call,78.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,8.3,0.0,0.0,0.62038,0.0,0.0,2026-04-14T09:18:58.447000+00:00,2026-04-14T09:18:33.671240+00:00,,,,8.200000000000003,False
lyra,SOL-20260417-86-C,SOL,USD,call,86.0,2026-04-17T00:00:00+00:00,0.007156466538559107,86.2,1.8,250.0,250.0,0.54729,0.0,0.0,2026-04-14T09:19:06.029000+00:00,2026-04-14T09:18:33.671240+00:00,250.0,0.0,,0.20000000000000284,False
lyra,SOL-20260424-78-C,SOL,USD,call,78.0,2026-04-24T00:00:00+00:00,0.026334548730339927,86.2,9.2,250.0,250.0,0.67686,0.0,0.0,2026-04-14T09:18:58.649000+00:00,2026-04-14T09:18:33.671240+00:00,250.0,0.0,,8.200000000000003,False
lyra,SOL-20260424-140-P,SOL,USD,put,140.0,2026-04-24T00:00:00+00:00,0.026334548730339927,86.2,53.6,0.0,0.0,0.86986,0.0,0.0,2026-04-14T09:18:59.754000+00:00,2026-04-14T09:18:33.671240+00:00,,,53.8,,True
lyra,SOL-20260424-85-C,SOL,USD,call,85.0,2026-04-24T00:00:00+00:00,0.026334548730339927,86.2,3.8,250.0,250.0,0.55762,10.099,0.0,2026-04-14T09:19:06.437000+00:00,2026-04-14T09:18:33.671240+00:00,250.0,0.0,,1.2000000000000028,False
lyra,SOL-20260424-92-C,SOL,USD,call,92.0,2026-04-24T00:00:00+00:00,0.026334548730339927,86.2,1.3,250.0,250.0,0.58572,0.0,0.0,2026-04-14T09:18:57.231000+00:00,2026-04-14T09:18:33.671240+00:00,250.0,0.0,,0.0,False
lyra,SOL-20260424-90-C,SOL,USD,call,90.0,2026-04-24T00:00:00+00:00,0.026334548730339927,86.2,1.7,250.0,250.0,0.56905,48.0,2821.517,2026-04-14T09:19:05.929000+00:00,2026-04-14T09:18:33.671240+00:00,250.0,0.0,,0.0,False
lyra,SOL-20260424-60-P,SOL,USD,put,60.0,2026-04-24T00:00:00+00:00,0.026334548730339927,86.2,0.1,0.0,0.0,1.11597,0.0,0.0,2026-04-14T09:18:58.042000+00:00,2026-04-14T09:18:33.671240+00:00,,,0.0,,False
lyra,SOL-20260424-88-C,SOL,USD,call,88.0,2026-04-24T00:00:00+00:00,0.026334548730339927,86.2,2.4,250.0,250.0,0.55718,0.0,0.0,2026-04-14T09:19:07.144000+00:00,2026-04-14T09:18:33.671240+00:00,250.0,0.0,,0.0,False
lyra,SOL-20260424-82-P,SOL,USD,put,82.0,2026-04-24T00:00:00+00:00,0.026334548730339927,86.2,1.5,250.0,250.0,0.5915,0.0,0.0,2026-04-14T09:18:58.547000+00:00,2026-04-14T09:18:33.671240+00:00,250.0,0.0,0.0,,False
lyra,SOL-20260424-110-C,SOL,USD,call,110.0,2026-04-24T00:00:00+00:00,0.026334548730339927,86.2,0.1,0.0,0.0,0.75574,53.0,0.0,2026-04-14T09:19:05.726000+00:00,2026-04-14T09:18:33.671240+00:00,,,,0.0,False
lyra,SOL-20260424-60-C,SOL,USD,call,60.0,2026-04-24T00:00:00+00:00,0.026334548730339927,86.2,26.4,0.0,0.0,1.11597,0.0,0.0,2026-04-14T09:19:00.264000+00:00,2026-04-14T09:18:33.671240+00:00,,,,26.200000000000003,False
lyra,SOL-20260424-200-P,SOL,USD,put,200.0,2026-04-24T00:00:00+00:00,0.026334548730339927,86.2,113.5,0.0,0.0,0.86986,0.0,0.0,2026-04-14T09:18:58.042000+00:00,2026-04-14T09:18:33.671240+00:00,,,113.8,,True
lyra,SOL-20260424-86-C,SOL,USD,call,86.0,2026-04-24T00:00:00+00:00,0.026334548730339927,86.2,3.3,250.0,250.0,0.55421,0.0,0.0,2026-04-14T09:18:57.510000+00:00,2026-04-14T09:18:33.671240+00:00,250.0,0.0,,0.20000000000000284,False
lyra,SOL-20260424-95-P,SOL,USD,put,95.0,2026-04-24T00:00:00+00:00,0.026334548730339927,86.2,9.5,250.0,250.0,0.61455,0.0,0.0,2026-04-14T09:18:57.664000+00:00,2026-04-14T09:18:33.671240+00:00,250.0,0.0,8.799999999999997,,False
lyra,SOL-20260424-110-P,SOL,USD,put,110.0,2026-04-24T00:00:00+00:00,0.026334548730339927,86.2,23.7,0.0,0.0,0.75574,0.0,0.0,2026-04-14T09:18:58.042000+00:00,2026-04-14T09:18:33.671240+00:00,,,23.799999999999997,,True
lyra,SOL-20260424-120-P,SOL,USD,put,120.0,2026-04-24T00:00:00+00:00,0.026334548730339927,86.2,33.6,0.0,0.0,0.83338,0.0,0.0,2026-04-14T09:18:58.044000+00:00,2026-04-14T09:18:33.671240+00:00,,,33.8,,True
lyra,SOL-20260424-160-P,SOL,USD,put,160.0,2026-04-24T00:00:00+00:00,0.026334548730339927,86.2,73.5,0.0,0.0,0.86986,0.0,0.0,2026-04-14T09:18:59.762000+00:00,2026-04-14T09:18:33.671240+00:00,,,73.8,,True
lyra,SOL-20260424-220-P,SOL,USD,put,220.0,2026-04-24T00:00:00+00:00,0.026334548730339927,86.2,133.5,0.0,0.0,0.86986,0.0,0.0,2026-04-14T09:18:57.132000+00:00,2026-04-14T09:18:33.671240+00:00,,,133.8,,True
lyra,SOL-20260424-75-P,SOL,USD,put,75.0,2026-04-24T00:00:00+00:00,0.026334548730339927,86.2,0.6,250.0,0.0,0.75136,507.699,0.0,2026-04-14T09:19:06.737000+00:00,2026-04-14T09:18:33.671240+00:00,,,0.0,,False
lyra,SOL-20260424-70-P,SOL,USD,put,70.0,2026-04-24T00:00:00+00:00,0.026334548730339927,86.2,0.3,0.0,0.0,0.87641,2050.0,0.0,2026-04-14T09:19:06.737000+00:00,2026-04-14T09:18:33.671240+00:00,,,0.0,,False
lyra,SOL-20260424-115-P,SOL,USD,put,115.0,2026-04-24T00:00:00+00:00,0.026334548730339927,86.2,28.6,0.0,0.0,0.79614,0.0,0.0,2026-04-14T09:18:58.345000+00:00,2026-04-14T09:18:33.671240+00:00,,,28.799999999999997,,True
lyra,SOL-20260424-100-C,SOL,USD,call,100.0,2026-04-24T00:00:00+00:00,0.026334548730339927,86.2,0.4,0.0,0.0,0.66439,30.399,0.0,2026-04-14T09:18:57.632000+00:00,2026-04-14T09:18:33.671240+00:00,,,,0.0,False
lyra,SOL-20260424-86-P,SOL,USD,put,86.0,2026-04-24T00:00:00+00:00,0.026334548730339927,86.2,2.9,250.0,250.0,0.55421,0.0,0.0,2026-04-14T09:18:59.662000+00:00,2026-04-14T09:18:33.671240+00:00,250.0,0.0,0.0,,False
lyra,SOL-20260424-150-P,SOL,USD,put,150.0,2026-04-24T00:00:00+00:00,0.026334548730339927,86.2,63.5,0.0,0.0,0.86986,0.0,0.0,2026-04-14T09:18:58.244000+00:00,2026-04-14T09:18:33.671240+00:00,,,63.8,,True
lyra,SOL-20260424-240-P,SOL,USD,put,240.0,2026-04-24T00:00:00+00:00,0.026334548730339927,86.2,153.4,0.0,0.0,0.86986,0.0,0.0,2026-04-14T09:19:05.929000+00:00,2026-04-14T09:18:33.671240+00:00,,,153.8,,True
lyra,SOL-20260424-82-C,SOL,USD,call,82.0,2026-04-24T00:00:00+00:00,0.026334548730339927,86.2,5.8,250.0,250.0,0.5915,0.0,0.0,2026-04-14T09:18:58.751000+00:00,2026-04-14T09:18:33.671240+00:00,250.0,0.0,,4.200000000000003,False
