alpha_rv,alpha_ivrv,k_lin,k_quad,yield_share_to_rt,max_utilization,lp_mean_%,lp_med_%,rt_mean_%,rt_cap_growth_%,premium_over_fv_mean,viable
0.1,0.2,0.18,0.1,0.15,0.7,-0.3802868853325845,1.1509365995561627,0.1550309437673024,16.43826600082523,0.8368055612870261,False
0.1,0.2,0.18,0.1,0.15,0.8,-0.3073811192774618,1.1261587170056269,0.15192618044733872,16.18071434512487,0.8622059096588587,False
0.1,0.2,0.18,0.22,0.05,0.6,0.05018106724938065,1.5056822534613035,0.1412972045567397,15.003543304863198,0.8553020400676016,True
0.1,0.2,0.18,0.22,0.05,0.7,-0.08661337680064261,1.5056822534613035,0.14936130253029692,15.924566164641153,0.8728891833063539,False
0.1,0.2,0.18,0.22,0.05,0.8,-0.0688405829268946,1.5111587170056322,0.1409655191161803,14.97669196023188,0.8457167411108264,False
0.1,0.2,0.18,0.22,0.08,0.6,-0.13191554596637403,1.3956587170056325,0.14470718301300295,15.378985397938383,0.8463001090529768,False
0.1,0.2,0.18,0.22,0.08,0.7,-0.2145266009996889,1.2929366821448962,0.13977689549063432,14.695865354304782,0.8547981239350931,False
0.1,0.2,0.18,0.22,0.08,0.8,-0.18694100805169536,1.3847057899169752,0.146225776624361,15.53269581111756,0.86438992871654,False
0.1,0.2,0.18,0.22,0.12,0.6,-0.026973560412044607,1.24165871700563,0.15003500362649258,15.965392448389725,0.8288201272934177,False
0.1,0.2,0.18,0.22,0.12,0.7,-0.3429103422740716,1.1930533278292264,0.15213161721656107,16.145356975306967,0.8377378693606042,False
0.1,0.2,0.18,0.22,0.12,0.8,-0.20901962000610422,1.241658717005627,0.14990424797285867,15.970672511667395,0.828118326396686,False
0.1,0.2,0.18,0.22,0.15,0.6,-0.28164307921769605,1.175714482106694,0.1544401369831825,16.399835677768838,0.8458847837218332,False
0.1,0.2,0.18,0.22,0.15,0.7,-0.3255294887774843,1.175714482106693,0.15398624762941404,16.387797427079942,0.8460991273760341,False
0.1,0.2,0.18,0.22,0.15,0.8,-0.31520375387237515,1.175714482106693,0.14861680158402482,15.741494516418575,0.8463877445543674,False
0.1,0.2,0.18,0.34,0.05,0.6,-0.10457889953907867,1.5056822534613035,0.1467597321695878,15.616756953753574,0.8554147932316727,False
0.1,0.2,0.18,0.34,0.05,0.7,-0.04001217506625702,1.4620170418495895,0.14528128150158182,15.343448655677205,0.8540884092249938,False
0.1,0.2,0.18,0.34,0.05,0.8,-0.1254065716144055,1.4620170418495853,0.14309900246282237,15.125819304679622,0.8552643641368988,False
0.1,0.2,0.18,0.34,0.08,0.6,-0.03974289068978573,1.390182253461304,0.14360340289990003,15.191912598242974,0.8729076846667106,False
0.1,0.2,0.18,0.34,0.08,0.7,-0.17651826608604038,1.390182253461304,0.1495850038692525,15.84525038992104,0.8555863289677333,False
0.1,0.2,0.18,0.34,0.08,0.8,-0.22227109490105035,1.3743282937822041,0.1458205248181027,15.588693594286319,0.8460725309755759,False
0.1,0.2,0.18,0.34,0.12,0.6,-0.3280364989891842,1.2307057899169724,0.15115570606336312,16.12460551486805,0.8460346626459002,False
0.1,0.2,0.18,0.34,0.12,0.7,-0.19658334369411926,1.2361822534613023,0.15051477786871745,15.990105868945292,0.8374552846777231,False
0.1,0.2,0.18,0.34,0.12,0.8,-0.2747811233938051,1.241658717005627,0.15021890409288652,15.896047864848772,0.863863328403704,False
0.1,0.2,0.18,0.34,0.15,0.6,-0.3806759970776957,1.1224008657414777,0.14733612744268976,15.69408740520739,0.8648903356516884,False
0.1,0.2,0.18,0.34,0.15,0.7,-0.1993862963412715,1.118803327829226,0.14955319111068166,15.977569093586741,0.8377322488845448,False
0.1,0.2,0.18,0.34,0.15,0.8,-0.25630961913989975,1.1509365995561627,0.1506767145270575,16.056828327449946,0.8726414040698516,False
0.1,0.2,0.26,0.1,0.05,0.6,0.23527489868262313,1.5111587170056322,0.14604135444499639,15.39912914971373,0.8636935989599137,True
0.1,0.2,0.26,0.1,0.05,0.7,0.0005024955322451975,1.5056822534613035,0.14622691350751846,15.524601382791904,0.837424495515759,True
0.1,0.2,0.26,0.1,0.05,0.8,-0.11864732044450021,1.4238282937822038,0.14261131754382733,15.070730822224387,0.8111453796034225,False
0.1,0.2,0.26,0.1,0.08,0.6,-0.1569498004365595,1.390182253461304,0.14794192882310528,15.748628312735402,0.8725026326459682,False
0.1,0.2,0.26,0.1,0.08,0.7,-0.07622092058741249,1.3956587170056325,0.14416490217123848,15.28658489223076,0.8460323826075736,False
0.1,0.2,0.26,0.1,0.08,0.8,-0.19765860543061814,1.3847057899169752,0.14741691750856595,15.54529054282774,0.8642563332405233,False
0.1,0.2,0.26,0.1,0.12,0.6,-0.25834990325640694,1.266436599556164,0.1445021205166655,15.45348203561916,0.8371192422437294,False
0.1,0.2,0.26,0.1,0.12,0.7,-0.3336544505436577,1.155400865741483,0.14912459602506836,15.861415021799917,0.8465429016161486,False
0.1,0.2,0.26,0.1,0.12,0.8,-0.24993854710230898,1.2361822534613038,0.1474290921665286,15.646717016758572,0.8553640251453084,False
0.1,0.2,0.26,0.1,0.15,0.6,-0.327430568482267,1.175714482106693,0.15236615805240245,16.09155863845293,0.8637181751426375,False
0.1,0.2,0.26,0.1,0.15,0.7,-0.29027350438532723,1.15093659955616,0.15482018873753234,16.483481484914385,0.8361821154623513,False
