lp_mean_%,lp_med_%,rt_mean_%,rt_p5_%,m_vol_mean,m_amm_mean,imbalance_mean,imbalance_p95,alpha_rv,alpha_ivrv,k_lin,k_quad,yield_share_to_rt,max_utilization,strict_feasible,robust_feasible,score
0.4897217714330251,0.19885612278444098,0.01045550568529267,-0.017665041883057574,1.3492010394216396,0.75,-0.9978394677158383,-0.9965802883282288,0.2,0.4,0.3,0.1,0.05,0.7,True,True,-0.004797638497846757
0.4951796449177888,1.4597427550102313,0.008343152555868653,-0.026601594004012283,1.172688046047598,0.75,-0.9976580510888415,-0.996042942913278,0.1,0.3,0.2,0.2,0.05,0.6,True,True,-0.005449209616773754
0.4837033397179864,0.18874833902272664,0.005155954284640819,-0.013002477041177898,1.3176665750306757,0.75,-0.9987247087928546,-0.997733806327563,0.2,0.2,0.3,0.1,0.15,0.8,True,True,-0.015310505956915799
0.4672550743471394,0.5735331672444227,0.0029848266094528583,-0.012971004517999603,1.3140346697330956,0.75,-0.9986052670953779,-0.9974079634571039,0.2,0.2,0.2,0.2,0.1,0.7,True,True,-0.03435153552871695
0.45779514602734367,0.28948594957840085,0.007933277777858164,-0.02584468891331512,1.4035467139696909,0.75,-0.9975849049713867,-0.9956177072175475,0.2,0.2,0.2,0.1,0.05,0.8,True,True,-0.04302279620455257
0.4524011131234299,0.541996872441619,0.008588839195352782,-0.015933453274254248,1.27542882043947,0.75,-0.9979984458034287,-0.9964869258249982,0.2,0.4,0.3,0.1,0.05,0.8,True,True,-0.0436656611518485
0.21454801273130428,0.6567988945524026,0.00025435887534117996,-0.029084021228397164,1.16652479997163,0.8004583630712978,-0.998471191953585,-0.9974338736880707,0.1,0.3,0.1,0.1,0.15,0.8,True,True,-0.044488549753156165
0.4450290702759527,0.44070886824617067,0.00833463762087188,-0.012778306753248304,1.4163033383659593,0.75,-0.9984909857120371,-0.9974415027916965,0.3,0.3,0.3,0.1,0.1,0.7,True,True,-0.05008068728030041
0.45182534529723895,0.5933650752333706,0.004664480056327418,-0.01890803268573869,1.18249276053947,0.75,-0.9982446939831566,-0.9967407934306983,0.1,0.2,0.3,0.2,0.05,0.8,True,True,-0.05014049170946361
0.45466396191631,0.7424895204555643,0.002005550271792021,-0.01982340272652841,1.1864409275088348,0.75,-0.9986613328374305,-0.9974116487007516,0.1,0.2,0.1,0.2,0.15,0.8,True,True,-0.05085873884815095
