alpha_rv,alpha_ivrv,k_lin,k_quad,yield_share_to_rt,max_utilization,score,lp_mean_%,rt_mean_%,rt_p5_%,m_amm_mean,strict_feasible,robust_feasible
0.1,0.2,0.1,0.2,0.15,0.7,0.3073337713923545,0.8090274842243672,0.0037689576284796206,-0.015541154965470608,0.75,True,True
0.1,0.4,0.2,0.2,0.1,0.8,0.304609610705631,0.807354079135995,0.006665084056182718,-0.026856423244458187,0.75,True,True
0.1,0.4,0.2,0.2,0.15,0.6,0.30186384853598425,0.8120019171053869,0.0021450059485986876,-0.03178018926930297,0.75,True,True
0.1,0.3,0.3,0.2,0.05,0.8,0.2801251122893924,0.7806871834851169,0.007057283625067185,-0.022577028864512835,0.75,True,True
0.1,0.4,0.2,0.1,0.15,0.7,0.22100955189644722,0.7287204555018496,0.004487896028458922,-0.03274094709888267,0.75,True,True
0.1,0.3,0.3,0.2,0.1,0.7,0.20948292336908103,0.7151855601124492,0.0019670582570293954,-0.02015776662950856,0.75,True,True
0.1,0.3,0.2,0.2,0.1,0.7,0.1961693929317413,0.697143386946051,0.00355873111082538,-0.013111178368250615,0.75,True,True
0.1,0.3,0.3,0.2,0.1,0.8,0.19112349454744604,0.7009252954173637,0.006145213668342312,-0.04294014317982096,0.75,True,True
0.1,0.4,0.3,0.2,0.1,0.8,0.19010096406892807,0.6940097344492945,0.002190920885752911,-0.01634468860817476,0.75,True,True
0.1,0.4,0.1,0.1,0.15,0.7,0.177901555063414,0.42863873177955303,0.00260410929585175,-0.01466639877352556,0.8004008903276498,True,True
0.2,0.4,0.1,0.1,0.15,0.6,0.15983905421359748,0.40643612852707667,0.004623714050088698,-0.012809590923229622,0.8005956610391413,True,True
0.2,0.2,0.2,0.1,0.15,0.6,0.15857535277765056,0.6622458732484082,0.004179244000526685,-0.021714033178474312,0.75,True,True
0.2,0.2,0.2,0.1,0.05,0.6,0.15811995954166802,0.6544794471185974,0.007468186714607257,-0.013303279086145068,0.75,True,True
0.1,0.2,0.2,0.1,0.05,0.6,0.15443335342742903,0.6623370561828491,0.0016583203444403543,-0.02473421792187112,0.75,True,True
