test_run_id,entry_price,settlement_price,price_change_pct,pos_entry_usd,pos_settle_usd,pos_pnl_usd,il_pct,premium_usd,cap_usdc,barrier_price,payout_usd,cert_outcome,hedged_pnl_usd,unhedged_pnl_usd,hedge_benefit_usd,rt_capital_usdc,rt_shares,rt_premium_usdc,rt_claims_usdc,rt_nav_before,rt_nav_after,rt_returned_usdc,rt_return_pct,util_before_bps,util_after_bps,gas_sol,gas_usd,assertions_passed,assertions_total
2026-04-07T11:18:12.479Z,79.2642,79.3027,0.0485,1.582382,1.582766,0.000384,-0.0003,0.096471,5.00,75.3053,0.000000,EXPIRED,-0.096087,0.000384,-0.096471,20.00,20000000,0.096471,0.000000,1.000000,1.000000,20.096471,0.4824,2487,2487,0.003798,0.3012,9,9
